UPI,REPORTS
grocery@ybl,4
saumya@fam,4
fastfood@paytm,1
helpline@fam,4
aryan@okhdfcbank,5
sumit@upi,4
helpline@paytm,4
fastfood@okicici,2
ishaan@ybl,2
sbihelpdesk@okicici,0
saumya@fam,1
helpline33@okaxisback,310
fastfood@fam,3
aryan@okaxis,5
paypal@okaxis,2
insurance@okicici,2
gursheel@okaxis,5
sbihelpdesk@okaxis,3
paypal@paytm,5
sbihelpdesk@fam,0
insurance@okicici,1
sumit@paytm,0
ishaan@fam,2
ananya@fam,0
loanoffer90@paypal,483
amit@okhdfcbank,4
saumya@ybl,3
ishaan@okicici,5
loanoffer36@okaxisback,384
ivy@okaxis,1
helpline@okicici,5
paytmcash@okaxis,4
paypal@ybl,2
sbihelpdesk@fam,1
ivy@ybl,5
sbihelpdesk@okicici,1
gursheel@okhdfcbank,5
insurance@okhdfcbank,3
devansh@paytm,3
paypal@paytm,4
ivy@fam,2
kaavya@okhdfcbank,2
devansh@fam,1
saumya@upi,5
gursheel@ybl,2
paypal@okicici,5
ivy@okicici,4
ivy@upi,1
paypal@ybl,1
devansh@okicici,1
amit@fam,2
ishaan@okhdfcbank,4
fastrefund@oksbibank,315
saumya@fam,3
sbihelpdesk@paytm,3
ivy@upi,3
saumya@paytm,1
gursheel@ybl,5
grocery@ybl,4
paytmcash@ybl,2
ivy@ybl,0
grocery@fam,5
devansh@okaxis,1
ananya@okicici,0
amit@ybl,5
helpdesk90@oksbibank,233
amit@paytm,2
paytmcash@fam,4
helpline@okaxis,5
paypal@okhdfcbank,0
paytmcash@upi,5
refund@customercareupi,119
ishaan@ybl,3
ishaan@ybl,0
fastfood@okhdfcbank,1
insurance@ybl,1
gursheel@okaxis,0
ananya@fam,2
aryan@ybl,0
devansh@okicici,0
ananya@okaxis,1
amit@okaxis,5
kaavya@okhdfcbank,0
refund@okhdfcbnk,317
paytmcash@fam,1
saumya@okicici,5
helpline@upi,5
sumit@fam,4
insurance@paytm,4
helpline@upi,4
paypal@okaxis,4
kaavya@okicici,3
aryan@paytm,0
ivy@okhdfcbank,1
fastrefund11@googlepay,256
anandi@upi,0
helpline@okhdfcbank,4
sumit@upi,2
insurance@upi,5
ishaan@upi,4
sbihelpdesk@paytm,4
reward26@customercareupi,393
insurance@paytm,5
kaavya@upi,4
anandi@okicici,3
sbihelpdesk@paytm,5
verify@okaxisback,328
paytmcash@paytm,2
amit@okhdfcbank,0
paypal@okaxis,3
paytmcash@ybl,1
devansh@fam,2
aryan@paytm,5
gursheel@paytm,4
anandi@paytm,1
paypal@okicici,0
amit@paytm,2
aryan@paytm,1
paypal@ybl,0
ananya@okaxis,2
paypal@okicici,0
insurance@fam,4
aryan@ybl,0
grocery@upi,0
helpdesk@okhdfcbnk,139
sbihelpdesk@ybl,4
saumya@paytm,2
reward65@okaxisback,117
sumit@ybl,4
sumit@okicici,4
fastrefund25@customercareupi,115
gursheel@fam,5
aryan@ybl,4
grocery@paytm,2
paytmcash@fam,5
paypal@okicici,4
amit@paytm,4
ishaan@fam,0
devansh@okaxis,5
saumya@okaxis,0
anandi@fam,3
sumit@okhdfcbank,5
aryan@ybl,4
helpline@ybl,0
devansh@ybl,2
anandi@okhdfcbank,0
saumya@okicici,3
insurance@okhdfcbank,5
paypal@fam,5
ishaan@okicici,3
saumya@paytm,3
aryan@paytm,1
ananya@paytm,4
insurance@okicici,1
insurance@upi,2
ishaan@paytm,1
devansh@ybl,4
aryan@ybl,4
aryan@okhdfcbank,2
fastfood@okaxis,5
kaavya@okaxis,4
paypal@okicici,1
refund@oksbibank,272
saumya@okhdfcbank,1
cashback42@googlepay,243
ivy@okaxis,3
paypal@upi,2
ishaan@paytm,1
fastfood@okaxis,2
saumya@okhdfcbank,2
amit@upi,4
kaavya@ybl,2
paypal@upi,3
kaavya@fam,2
sbihelpdesk@paytm,4
anandi@okicici,5
sbihelpdesk@upi,4
paytmcash@fam,0
amit@paytm,1
paypal@upi,1
sumit@upi,2
ishaan@ybl,3
ishaan@ybl,4
ishaan@okaxis,5
helpline@okaxis,0
amit@ybl,1
paypal@paytm,5
ivy@okaxis,4
helpline@fam,1
devansh@upi,3
fastfood@fam,2
aryan@okhdfcbank,4
verify@okhdfcbnk,337
gursheel@okicici,3
kaavya@paytm,3
grocery@okaxis,3
gursheel@upi,4
cashback20@customercareupi,324
ishaan@okhdfcbank,2
reward96@okicicii,494
anandi@fam,2
sumit@fam,4
paypal@fam,5
ivy@okicici,5
amit@okhdfcbank,2
saumya@okaxis,5
paytmcash@okaxis,5
fastfood@okaxis,0
ananya@okaxis,0
sumit@paytm,3
devansh@paytm,3
ivy@okicici,0
sbihelpdesk@okicici,0
devansh@ybl,0
fastfood@okaxis,1
ishaan@upi,0
paypal@okaxis,3
paytmcash@okaxis,2
paytmcash@okaxis,0
paypal@okhdfcbank,1
ishaan@paytm,3
insurance@okhdfcbank,3
anandi@paytm,2
ananya@paytm,4
anandi@fam,3
amit@okhdfcbank,3
verify@oksbibank,167
devansh@okicici,2
saumya@okhdfcbank,5
ananya@fam,4
fastrefund79@paypal,259
aryan@okhdfcbank,0
aryan@okhdfcbank,0
paytmcash@okicici,1
sumit@paytm,5
sbihelpdesk@paytm,3
cashback24@okaxisback,111
paytmcash@paytm,4
helpline@upi,5
aryan@ybl,3
kaavya@okhdfcbank,0
grocery@paytm,0
insurance@okaxis,0
kaavya@upi,0
insurance@fam,3
grocery@upi,5
helpline@upi,1
helpline@fam,5
kaavya@okicici,5
grocery@ybl,3
fastfood@paytm,5
ishaan@okhdfcbank,5
sbihelpdesk@fam,4
paytmcash@paytm,1
ishaan@ybl,0
fastrefund99@paypal,363
anandi@upi,5
fastfood@paytm,4
ananya@okaxis,4
reward@googlepay,371
ananya@fam,1
saumya@fam,4
gursheel@okicici,3
amit@fam,1
sumit@okicici,1
ananya@okhdfcbank,0
paypal@okhdfcbank,3
sbihelpdesk@okaxis,5
devansh@fam,5
gursheel@upi,4
helpline@okhdfcbank,5
paypal@fam,3
helpline@ybl,1
ishaan@okaxis,5
helpdesk15@customercareupi,271
loanoffer@okicicii,251
ishaan@paytm,2
sbihelpdesk@ybl,2
anandi@upi,0
devansh@paytm,1
insurance@fam,0
paytmcash@okhdfcbank,4
amit@ybl,5
kaavya@paytm,4
paytmcash@okhdfcbank,0
amit@okicici,5
paypal@ybl,0
amit@upi,1
ishaan@okicici,4
devansh@fam,5
grocery@paytm,5
gursheel@fam,3
gursheel@okaxis,1
insurance@okicici,5
sbihelpdesk@okaxis,2
ananya@upi,1
ananya@fam,0
sbihelpdesk@fam,3
sumit@upi,2
fastfood@okhdfcbank,1
fastrefund@customercareupi,322
gursheel@fam,3
gursheel@okicici,3
paypal@fam,1
anandi@okhdfcbank,3
anandi@paytm,3
grocery@paytm,1
amit@fam,1
helpline@upi,2
amit@okaxis,4
grocery@paytm,2
amit@okicici,3
fastrefund58@paypal,487
loanoffer@oksbibank,215
cashback@customercareupi,171
paytmcash@okhdfcbank,3
grocery@ybl,0
saumya@paytm,4
sumit@ybl,0
anandi@fam,1
grocery@okicici,4
cashback@paypal,332
ananya@paytm,1
gursheel@ybl,4
gursheel@okicici,3
kaavya@okicici,4
grocery@ybl,5
insurance@ybl,1
helpline@customercareupi,340
reward15@okaxisback,468
ishaan@ybl,2
paytmcash@paytm,3
aryan@upi,4
sumit@fam,2
paytmcash@okicici,3
insurance@paytm,0
fastfood@fam,3
saumya@okaxis,0
gursheel@okicici,4
amit@ybl,2
anandi@okhdfcbank,2
sbihelpdesk@okaxis,0
sbihelpdesk@okhdfcbank,4
paypal@upi,3
grocery@okicici,5
devansh@okhdfcbank,2
sbihelpdesk@fam,5
devansh@fam,2
sumit@okaxis,0
grocery@upi,1
fastfood@fam,3
devansh@paytm,0
sbihelpdesk@okhdfcbank,4
grocery@paytm,2
anandi@paytm,5
devansh@okaxis,4
refund83@okrefund,170
helpline@paytm,2
amit@okhdfcbank,3
sbihelpdesk@upi,4
helpline@upi,4
paypal@paytm,0
kaavya@fam,3
ishaan@upi,2
devansh@ybl,5
fastrefund27@paypal,410
devansh@okicici,4
paytmcash@okaxis,1
grocery@okaxis,3
devansh@fam,5
saumya@okaxis,4
sumit@okaxis,0
saumya@okaxis,1
ivy@upi,1
paypal@fam,1
anandi@paytm,5
paytmcash@fam,5
anandi@ybl,3
sumit@ybl,1
helpline@okaxis,1
helpline@ybl,3
aryan@fam,5
devansh@ybl,3
kaavya@fam,2
amit@paytm,5
fastfood@okhdfcbank,3
amit@upi,5
amit@fam,3
amit@okicici,1
helpline@ybl,5
amit@paytm,2
anandi@okaxis,4
insurance@okhdfcbank,0
grocery@fam,5
reward26@googlepay,297
ananya@fam,5
sumit@fam,5
verify@okaxisback,243
insurance@okhdfcbank,4
paypal@okaxis,5
ivy@okaxis,0
fastrefund34@oksbibank,370
ishaan@ybl,2
ananya@paytm,5
saumya@fam,4
anandi@okhdfcbank,2
ishaan@okhdfcbank,0
sumit@upi,3
aryan@ybl,4
sbihelpdesk@upi,4
kaavya@okaxis,1
ivy@okaxis,4
sbihelpdesk@upi,4
anandi@okaxis,0
saumya@fam,3
fastrefund67@oksbibank,482
aryan@ybl,2
insurance@upi,3
gursheel@paytm,2
sbihelpdesk@okicici,0
ananya@okhdfcbank,4
grocery@upi,3
verify@oksbibank,271
paypal@okaxis,0
aryan@okaxis,1
gursheel@fam,0
anandi@fam,5
ananya@okaxis,2
anandi@upi,4
helpdesk@customercareupi,290
paytmcash@upi,0
sbihelpdesk@paytm,1
fastfood@okicici,0
refund@customercareupi,212
helpline@fam,4
ivy@okicici,2
ivy@okicici,5
helpdesk@googlepay,192
ishaan@paytm,0
fastrefund93@googlepay,199
fastrefund38@customercareupi,495
insurance@ybl,5
amit@okicici,1
grocery@okicici,2
gursheel@paytm,1
anandi@ybl,2
grocery@okicici,5
paytmcash@okhdfcbank,1
aryan@upi,1
sumit@okhdfcbank,1
fastfood@okicici,5
ananya@okaxis,3
helpline89@okrefund,484
anandi@okaxis,4
aryan@fam,0
aryan@paytm,5
grocery@fam,4
helpline@fam,2
sumit@upi,5
paypal@okicici,3
aryan@ybl,3
grocery@ybl,3
insurance@okicici,0
refund49@paypal,189
grocery@upi,2
helpline@upi,3
refund23@okhdfcbnk,161
ananya@okaxis,2
aryan@upi,4
ivy@paytm,4
gursheel@ybl,1
gursheel@okaxis,3
grocery@paytm,2
devansh@okhdfcbank,1
gursheel@upi,4
ishaan@paytm,0
sbihelpdesk@paytm,0
anandi@paytm,5
sbihelpdesk@paytm,3
verify@okrefund,102
devansh@ybl,2
aryan@paytm,4
sumit@okhdfcbank,1
ananya@okaxis,5
ivy@upi,5
amit@okicici,4
ishaan@paytm,0
fastfood@okaxis,2
ishaan@ybl,0
ishaan@okicici,5
loanoffer25@okrefund,424
paytmcash@paytm,4
insurance@okaxis,2
devansh@okicici,1
aryan@okhdfcbank,4
gursheel@okhdfcbank,4
insurance@okaxis,4
paypal@okicici,3
ivy@okaxis,5
loanoffer29@oksbibank,241
paypal@fam,0
ivy@paytm,4
paytmcash@paytm,2
paytmcash@upi,2
aryan@fam,2
anandi@okaxis,0
aryan@ybl,5
devansh@fam,5
paytmcash@ybl,1
ishaan@okhdfcbank,2
grocery@okaxis,3
fastrefund@oksbibank,382
kaavya@okicici,3
anandi@fam,2
paypal@paytm,0
ishaan@okaxis,2
devansh@okaxis,1
paypal@fam,3
cashback@okaxisback,245
grocery@okaxis,4
sbihelpdesk@okicici,3
anandi@okicici,5
anandi@paytm,4
kaavya@okicici,1
anandi@okicici,0
aryan@okhdfcbank,5
ishaan@paytm,1
paytmcash@ybl,1
saumya@paytm,4
devansh@okhdfcbank,3
sumit@okhdfcbank,4
ivy@ybl,0
sbihelpdesk@ybl,3
ananya@okaxis,2
insurance@fam,1
sumit@paytm,0
fastfood@okicici,1
anandi@fam,5
reward97@okaxisback,348
gursheel@okhdfcbank,3
verify77@okicicii,107
paypal@fam,0
insurance@okhdfcbank,3
gursheel@upi,1
helpline@okaxis,0
fastfood@fam,1
gursheel@upi,2
ishaan@okaxis,1
ivy@okicici,0
aryan@paytm,4
anandi@okicici,3
aryan@okaxis,4
paypal@paytm,5
fastfood@upi,0
devansh@okicici,5
ishaan@okhdfcbank,4
paypal@fam,0
fastfood@paytm,3
aryan@okaxis,2
fastfood@okhdfcbank,4
gursheel@fam,1
saumya@upi,3
refund@googlepay,275
kaavya@paytm,1
anandi@fam,2
sbihelpdesk@upi,1
verify@customercareupi,216
helpline@okhdfcbank,5
gursheel@okhdfcbank,1
refund20@customercareupi,254
devansh@fam,2
anandi@okaxis,2
sbihelpdesk@paytm,3
gursheel@ybl,3
saumya@ybl,5
insurance@okicici,1
ivy@okhdfcbank,5
helpline@fam,5
saumya@fam,5
helpline@okaxis,2
anandi@okhdfcbank,3
paytmcash@paytm,2
anandi@paytm,5
cashback@paypal,392
sbihelpdesk@okaxis,4
ananya@fam,0
helpline@okhdfcbank,5
amit@ybl,2
fastfood@fam,4
aryan@okaxis,4
amit@okhdfcbank,2
grocery@okaxis,3
insurance@ybl,0
sumit@ybl,4
devansh@ybl,3
helpdesk@customercareupi,436
sumit@okicici,5
paytmcash@paytm,1
sbihelpdesk@okicici,3
paytmcash@ybl,0
refund@okaxisback,308
saumya@okicici,3
grocery@okhdfcbank,4
insurance@paytm,4
fastrefund@okrefund,404
gursheel@fam,0
devansh@fam,3
sumit@okicici,4
kaavya@paytm,2
ishaan@upi,2
refund59@okhdfcbnk,356
kaavya@ybl,3
ivy@okicici,1
gursheel@okicici,0
helpline@ybl,1
amit@fam,0
sbihelpdesk@okicici,0
helpline@paytm,1
ananya@upi,5
aryan@upi,4
loanoffer@okicicii,217
kaavya@upi,4
amit@fam,3
sbihelpdesk@okaxis,2
aryan@okaxis,2
anandi@ybl,0
amit@okhdfcbank,4
ishaan@paytm,0
ishaan@fam,3
ishaan@fam,1
helpline@upi,4
ananya@okhdfcbank,3
aryan@paytm,1
helpline@okrefund,161
ananya@okhdfcbank,5
reward30@okicicii,370
helpdesk@googlepay,474
gursheel@upi,3
paypal@ybl,3
fastrefund@okrefund,239
fastfood@okhdfcbank,3
ivy@paytm,0
sbihelpdesk@paytm,4
kaavya@fam,1
fastfood@ybl,0
paytmcash@okhdfcbank,1
paytmcash@paytm,1
paytmcash@ybl,4
fastfood@okhdfcbank,1
kaavya@okhdfcbank,0
ananya@fam,5
sbihelpdesk@okaxis,4
kaavya@fam,1
anandi@ybl,3
saumya@okhdfcbank,0
helpline@ybl,2
insurance@paytm,3
gursheel@okaxis,3
gursheel@paytm,3
fastfood@ybl,0
sumit@ybl,2
anandi@fam,3
ananya@fam,1
paytmcash@okicici,5
reward@okrefund,300
fastfood@paytm,0
paytmcash@upi,5
paypal@fam,0
fastrefund@okaxisback,197
anandi@okaxis,5
grocery@okicici,1
gursheel@ybl,5
helpdesk@okaxisback,213
helpline@okaxis,3
kaavya@ybl,0
saumya@fam,5
insurance@okaxis,0
helpdesk95@customercareupi,100
paypal@fam,0
sbihelpdesk@fam,1
ananya@upi,3
sumit@okaxis,3
sbihelpdesk@okicici,1
devansh@ybl,1
kaavya@okhdfcbank,0
aryan@paytm,1
paytmcash@okicici,3
verify@paypal,435
ishaan@okhdfcbank,2
paypal@paytm,4
ivy@upi,0
sumit@fam,3
helpline@okhdfcbank,4
amit@ybl,2
ananya@ybl,0
amit@okicici,0
ananya@upi,3
ivy@upi,2
grocery@okicici,3
ananya@ybl,4
paypal@okaxis,5
ishaan@okhdfcbank,0
ishaan@fam,3
ishaan@upi,2
kaavya@paytm,4
ananya@okicici,1
helpline98@oksbibank,467
cashback17@okicicii,264
cashback@oksbibank,460
sumit@okaxis,2
paypal@okhdfcbank,5
fastfood@okhdfcbank,3
anandi@paytm,1
helpline@fam,5
sumit@upi,3
sbihelpdesk@fam,2
anandi@okhdfcbank,4
gursheel@okicici,4
devansh@okaxis,2
paypal@fam,1
refund@customercareupi,269
grocery@fam,5
saumya@okicici,0
fastfood@upi,5
devansh@okaxis,4
ishaan@paytm,0
anandi@paytm,4
insurance@okaxis,1
ishaan@ybl,4
sumit@upi,4
fastrefund@oksbibank,160
paypal@okhdfcbank,1
aryan@ybl,2
saumya@ybl,1
insurance@fam,5
sbihelpdesk@paytm,5
sumit@paytm,1
ishaan@okaxis,5
devansh@ybl,4
paytmcash@okhdfcbank,2
kaavya@okicici,5
ishaan@paytm,1
gursheel@upi,0
anandi@okicici,4
cashback43@okicicii,101
helpline@okicici,0
ivy@okhdfcbank,1
ananya@ybl,3
fastfood@okaxis,3
amit@paytm,0
paypal@ybl,0
fastfood@upi,5
devansh@fam,3
ivy@okaxis,5
sbihelpdesk@okicici,3
ivy@okicici,3
fastfood@ybl,1
sbihelpdesk@okaxis,2
grocery@okaxis,1
ananya@fam,2
grocery@fam,3
verify29@okaxisback,107
verify99@oksbibank,307
kaavya@okaxis,3
sumit@ybl,0
ishaan@upi,4
sbihelpdesk@ybl,1
ishaan@upi,3
ananya@okicici,4
insurance@paytm,5
grocery@ybl,2
ishaan@ybl,1
gursheel@fam,0
reward32@oksbibank,262
gursheel@okicici,1
cashback@okrefund,255
loanoffer@okhdfcbnk,443
ananya@ybl,4
cashback@customercareupi,198
refund@customercareupi,121
paytmcash@ybl,0
ivy@okhdfcbank,4
grocery@okhdfcbank,3
grocery@okhdfcbank,0
loanoffer@okicicii,338
ivy@upi,1
grocery@ybl,3
gursheel@ybl,0
ananya@okaxis,5
saumya@okaxis,0
gursheel@ybl,0
reward39@customercareupi,143
sumit@okaxis,1
ishaan@okaxis,1
sbihelpdesk@fam,0
paytmcash@okaxis,5
anandi@upi,4
sumit@okicici,4
helpline@okicici,5
devansh@ybl,5
sumit@okaxis,4
sbihelpdesk@okhdfcbank,1
gursheel@okicici,1
sumit@fam,4
helpdesk22@paypal,394
aryan@upi,3
kaavya@paytm,1
saumya@upi,2
paytmcash@okicici,0
aryan@ybl,3
anandi@paytm,3
ivy@upi,5
paytmcash@fam,2
fastfood@okhdfcbank,2
grocery@paytm,4
fastfood@paytm,1
kaavya@okhdfcbank,1
paytmcash@okicici,5
helpline@fam,4
grocery@okhdfcbank,3
helpline@okicici,4
sbihelpdesk@okaxis,5
saumya@okhdfcbank,3
saumya@ybl,3
devansh@upi,4
sbihelpdesk@paytm,4
gursheel@ybl,0
sumit@okicici,0
grocery@ybl,2
ishaan@fam,4
paypal@upi,1
ivy@okhdfcbank,3
insurance@paytm,3
devansh@upi,5
helpline@okhdfcbank,5
devansh@okicici,2
saumya@okicici,3
sumit@paytm,3
fastfood@paytm,2
aryan@paytm,2
ishaan@fam,0
devansh@paytm,4
saumya@paytm,2
insurance@fam,2
paypal@okicici,3
anandi@okicici,5
helpdesk@paypal,339
ishaan@fam,5
grocery@paytm,5
grocery@okicici,1
kaavya@fam,5
gursheel@okaxis,2
aryan@upi,4
fastfood@okaxis,1
amit@ybl,0
devansh@upi,3
amit@upi,2
ivy@okaxis,3
ananya@okicici,3
kaavya@fam,1
sbihelpdesk@okicici,4
kaavya@okhdfcbank,5
ishaan@okicici,5
helpline@fam,5
sbihelpdesk@okicici,5
insurance@ybl,1
anandi@okicici,5
insurance@upi,5
saumya@upi,4
fastfood@ybl,1
grocery@paytm,4
ishaan@okicici,0
fastfood@okhdfcbank,4
ananya@okhdfcbank,2
paytmcash@paytm,2
kaavya@ybl,2
grocery@okaxis,0
ishaan@okhdfcbank,1
kaavya@paytm,5
ivy@okicici,0
insurance@okicici,2
fastrefund@okicicii,474
anandi@fam,3
saumya@ybl,3
sbihelpdesk@fam,1
insurance@fam,5
ananya@paytm,4
sbihelpdesk@ybl,5
saumya@okhdfcbank,0
helpline66@paypal,130
paypal@okaxis,0
helpline@okicici,2
devansh@upi,4
ivy@okaxis,5
grocery@okaxis,0
ishaan@okicici,5
paypal@ybl,1
paytmcash@okicici,0
amit@fam,3
paypal@ybl,3
kaavya@paytm,3
devansh@okaxis,4
ananya@okhdfcbank,3
gursheel@okicici,3
ananya@fam,5
kaavya@fam,4
fastrefund29@paypal,298
anandi@ybl,2
saumya@okhdfcbank,0
ivy@okhdfcbank,1
helpdesk@okrefund,372
sbihelpdesk@okaxis,0
sbihelpdesk@ybl,2
ananya@okhdfcbank,5
ananya@upi,0
saumya@upi,4
paypal@ybl,2
devansh@okaxis,3
sbihelpdesk@upi,5
aryan@fam,1
sumit@upi,3
grocery@ybl,3
ivy@paytm,3
aryan@okicici,0
paypal@upi,0
amit@okicici,1
kaavya@okhdfcbank,4
cashback@paypal,467
paytmcash@okaxis,1
grocery@paytm,1
cashback28@okrefund,148
aryan@fam,0
refund25@customercareupi,316
saumya@okicici,2
saumya@okaxis,4
kaavya@okaxis,3
fastfood@fam,4
ivy@fam,0
ananya@fam,3
ishaan@ybl,2
grocery@ybl,5
kaavya@okhdfcbank,0
insurance@okhdfcbank,1
gursheel@okhdfcbank,3
insurance@fam,2
anandi@fam,0
insurance@paytm,5
cashback@customercareupi,421
sbihelpdesk@ybl,0
aryan@ybl,3
grocery@ybl,4
grocery@fam,4
ivy@okaxis,4
insurance@upi,1
ananya@fam,4
refund@oksbibank,204
helpline@okicici,4
ivy@fam,1
insurance@upi,5
anandi@upi,0
ivy@okaxis,2
gursheel@paytm,0
paypal@okhdfcbank,1
sbihelpdesk@paytm,5
sumit@okaxis,1
helpline@upi,2
sumit@okhdfcbank,1
gursheel@okhdfcbank,1
amit@fam,4
gursheel@okaxis,4
sbihelpdesk@okaxis,0
loanoffer39@okicicii,107
devansh@fam,4
grocery@upi,1
devansh@okaxis,4
helpline@okicici,3
helpline@upi,0
sbihelpdesk@upi,3
amit@paytm,1
ananya@okhdfcbank,2
gursheel@ybl,1
gursheel@upi,3
ivy@okicici,4
ananya@okicici,0
fastfood@okhdfcbank,1
ishaan@fam,4
sbihelpdesk@okhdfcbank,2
grocery@paytm,1
insurance@okaxis,1
refund49@okicicii,414
ivy@okhdfcbank,3
gursheel@ybl,2
sumit@ybl,0
gursheel@okhdfcbank,5
paytmcash@fam,5
ivy@upi,0
anandi@okaxis,4
helpline@okaxis,3
fastrefund58@okrefund,280
gursheel@okhdfcbank,4
sbihelpdesk@fam,4
helpline@okaxis,2
helpline@upi,0
ishaan@okaxis,4
helpline@ybl,4
aryan@fam,1
helpdesk@googlepay,344
ishaan@fam,3
fastrefund59@okicicii,241
sumit@fam,1
ivy@upi,4
devansh@ybl,2
helpline@upi,5
grocery@okaxis,2
ananya@fam,3
ananya@upi,5
insurance@ybl,0
devansh@ybl,5
ivy@okaxis,0
refund48@okicicii,322
anandi@paytm,1
devansh@okicici,3
kaavya@paytm,3
grocery@paytm,5
helpline@okaxis,0
helpline@okaxis,4
paypal@fam,3
aryan@fam,4
paypal@okhdfcbank,5
paypal@okicici,5
devansh@okicici,2
insurance@okicici,0
gursheel@fam,4
kaavya@okhdfcbank,3
grocery@okhdfcbank,5
paypal@fam,2
cashback@customercareupi,240
gursheel@paytm,1
kaavya@fam,1
kaavya@okaxis,3
verify@okaxisback,346
gursheel@okhdfcbank,1
reward@okhdfcbnk,498
sbihelpdesk@okaxis,5
fastfood@okhdfcbank,4
saumya@okicici,3
paytmcash@upi,5
anandi@upi,4
reward62@okaxisback,251
ananya@okhdfcbank,5
amit@fam,1
ananya@fam,5
paytmcash@upi,3
helpline72@okaxisback,217
sumit@ybl,4
insurance@ybl,1
ivy@paytm,4
gursheel@okaxis,5
ananya@okicici,0
helpline@fam,1
grocery@okaxis,0
refund@okhdfcbnk,431
paypal@fam,1
anandi@fam,4
amit@okicici,1
paypal@upi,2
paytmcash@upi,4
grocery@ybl,1
paypal@paytm,3
sumit@fam,2
ananya@ybl,5
aryan@paytm,2
amit@fam,2
amit@fam,1
sbihelpdesk@okhdfcbank,4
kaavya@okicici,3
paytmcash@paytm,4
ishaan@fam,5
amit@ybl,5
helpline@okhdfcbank,5
helpline@paytm,5
paypal@okhdfcbank,2
cashback@customercareupi,344
sbihelpdesk@fam,3
insurance@okicici,4
sbihelpdesk@okhdfcbank,5
anandi@okaxis,1
devansh@okaxis,0
ivy@okhdfcbank,1
kaavya@ybl,4
ishaan@upi,4
insurance@paytm,3
loanoffer22@okrefund,159
paytmcash@okhdfcbank,1
ishaan@upi,2
saumya@okaxis,4
ananya@upi,1
kaavya@okhdfcbank,0
aryan@paytm,2
paytmcash@okicici,1
aryan@okicici,4
amit@ybl,1
gursheel@okhdfcbank,0
aryan@paytm,2
devansh@fam,1
gursheel@okhdfcbank,3
insurance@okhdfcbank,5
grocery@okaxis,1
helpline@upi,1
ananya@fam,4
paypal@fam,2
sbihelpdesk@paytm,5
fastfood@okicici,5
amit@upi,5
insurance@okaxis,1
helpline@paypal,124
kaavya@okhdfcbank,3
kaavya@okaxis,1
paytmcash@fam,2
saumya@upi,2
grocery@okicici,1
paypal@paytm,2
paypal@ybl,3
insurance@upi,3
paytmcash@upi,0
devansh@ybl,4
aryan@upi,3
fastfood@paytm,3
insurance@ybl,0
anandi@ybl,2
sbihelpdesk@upi,3
fastfood@okicici,4
paypal@okhdfcbank,1
fastfood@paytm,4
grocery@fam,1
insurance@upi,1
ivy@paytm,2
helpline@okhdfcbank,0
fastfood@okaxis,0
insurance@okhdfcbank,4
helpline@okicici,2
ivy@okhdfcbank,1
ishaan@upi,5
saumya@upi,2
aryan@okaxis,4
grocery@upi,2
gursheel@okicici,0
reward34@customercareupi,251
aryan@okaxis,4
amit@okicici,5
insurance@okaxis,0
ivy@fam,1
ananya@okicici,2
fastfood@upi,5
amit@upi,2
anandi@okaxis,5
grocery@fam,0
grocery@okaxis,4
sbihelpdesk@fam,4
helpline@okaxis,3
helpline@fam,0
helpline@fam,1
saumya@ybl,4
aryan@okicici,2
sbihelpdesk@paytm,2
sumit@okhdfcbank,2
devansh@okaxis,5
reward40@okrefund,175
gursheel@okaxis,5
sbihelpdesk@upi,3
ishaan@fam,5
sumit@paytm,4
gursheel@okaxis,5
helpline@customercareupi,334
ishaan@upi,1
devansh@okaxis,1
sumit@fam,0
ananya@upi,0
ananya@upi,4
cashback99@oksbibank,118
aryan@okicici,4
devansh@fam,5
paypal@okhdfcbank,1
sbihelpdesk@okicici,0
insurance@okicici,3
sumit@okicici,4
sbihelpdesk@fam,1
ivy@okaxis,5
amit@ybl,5
anandi@okicici,5
ishaan@ybl,2
amit@ybl,1
gursheel@upi,2
ishaan@ybl,5
grocery@okaxis,4
grocery@fam,2
paypal@fam,0
ivy@okhdfcbank,5
sbihelpdesk@okaxis,5
kaavya@ybl,1
helpline@fam,1
amit@fam,4
sbihelpdesk@okaxis,2
paypal@upi,4
devansh@okhdfcbank,4
paypal@ybl,0
insurance@fam,1
helpline@ybl,0
insurance@okaxis,5
paytmcash@ybl,0
sumit@ybl,0
helpline@ybl,0
ananya@paytm,5
fastfood@paytm,5
aryan@paytm,3
helpdesk90@okaxisback,126
ananya@ybl,3
ivy@okhdfcbank,5
anandi@ybl,2
cashback@okrefund,310
anandi@fam,3
paytmcash@paytm,0
paypal@okicici,0
grocery@okhdfcbank,5
paytmcash@okaxis,5
paypal@ybl,4
devansh@fam,3
insurance@okhdfcbank,2
insurance@fam,5
paypal@okicici,2
kaavya@fam,1
sbihelpdesk@ybl,4
kaavya@okaxis,2
gursheel@fam,5
kaavya@okhdfcbank,1
helpline@ybl,2
saumya@okaxis,5
paytmcash@okicici,2
devansh@paytm,1
helpline@okhdfcbank,5
helpline@okaxis,0
saumya@okhdfcbank,3
refund50@oksbibank,132
anandi@fam,5
ananya@okicici,0
saumya@okhdfcbank,1
anandi@okhdfcbank,0
anandi@paytm,0
fastfood@okaxis,1
gursheel@ybl,1
fastfood@fam,1
ananya@paytm,5
aryan@upi,4
sumit@upi,5
saumya@fam,1
